domain	subset	idx	label	sentence1	sentence2	file
surprise.SMTnews	2012test	84	5.0	Putin's Russia has already lost 12 leading journalists to murder in the past six years.	Putin's Russia has already lost 12 prominent journalists, murdered in the last six years.	sts-mt
SMTeuroparl	2012train	27	3.4	Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.	Spain has developed a remarkably positive the difficult that always existed between Europe and North Africa and between Spain and Morocco.  	sts-mt
SMTeuroparl	2012train	270	4.857	(The sitting was suspended at 2.06 p.m. and resumed at 3 p.m.)	(The sitting was suspended at 14h06 and resumed at 3 p.m.)	sts-mt
SMTeuroparl	2012train	639	4.6	Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?	As the European Parliament has called for in its resolution of 16 March 2000, that they initiatives will the presidency of the European Council intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?	sts-mt
SMTeuroparl	2012train	154	4.2	From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.	Since the first, on this issue, which took place at the European level on the initiative of the European Parliament, the Commission is in relation to the Member States to promote an action intended to what we could consider as a culture, on the standard them in the matter of respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime.  	sts-mt
surprise.SMTnews	2012test	41	4.5	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville believed that in the long term, nothing can oppose really this trend.	sts-mt
postediting	2016	248	5.0	"This sentence was spoken by the actress Sally Field, who has worked with him in 'Absence of Malice "", and illustrates the despair of American cinema, and America in general, faced with the striking idea that Newman is no longer in the world."	"This sentence is the actress Sally field, who has worked with him in 'absence of malice "", and illustrates the despair of American cinema, and America, faced with the idea striking that Newman is no longer in the world."	sts-mt
SMTeuroparl	2012train	402	4.571	It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.	It is gratifying that Parliament has managed to gather a large majority in favour of greater transparency.	sts-mt
postediting	2016	788	3.0	The shame, Mr Toews, is in this renouncing, and not elsewhere.	Shame, Mr Toews, it is, in this instance, and not elsewhere.	sts-mt
surprise.SMTnews	2012test	365	4.5	Foremost among these is that economic development is largely in the hands of poor nations themselves.	On top of these lessons, we discover that economic development is left largely in the hands of poor nations themselves.	sts-mt
postediting	2016	714	4.0	The trial subjects have spent half an hour in an MRI scan, meanwhile, have received 20 shock in four part to post, while watching the paint religious issue, is the one to issue more general.	The subjects spent half an hour in an MRI scanner, during which they received 20 shocks in four part installments, while watching either the religious painting, or the more general one.	sts-mt
SMTeuroparl	2012test	318	4.5	The European Union has got to do something and do it quickly.	It is appropriate that the European Union is and what it implies does it quickly.	sts-mt
postediting	2016	2993	0.0	In the MDAX, the actions of Arcandor fell after the announcement of an increase in the capital.	In Rome, Alemanno gave the order to make the Commission for the future of the capital leave.	sts-mt
surprise.SMTnews	2012test	90	4.0	Will it give us the right to divorce the husbands who abandon us?	They would give the right to divorce the husbands who would have abandoned them?	sts-mt
SMTeuroparl	2012train	531	4.8	Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.	Thirdly, the acceptance of enlargement and its positive prospects for the different countries and for the EU as a whole - depends on the example of Denmark is for us to show - largely of the elimination of social and democratic deficits in European policy.	sts-mt
SMTeuroparl	2012train	121	4.6	It is this kind of future I would also like to see in the other countries within the European Union.	This is a development of this type that I wish to other States of the European Union.	sts-mt
SMTeuroparl	2012test	64	4.75	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that our allies, there are ardent supporters of this tax.	sts-mt
SMTeuroparl	2012train	91	4.4	We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.	We have heard that the previous presidency has restructured first and then dismantled the Ministry of equal opportunities.	sts-mt
